First Name,Last Name,Gender,Age,Business Travel,Department,Distance From Home (KM),State,Ethnicity,Education Field,Job Role,Marital Status,Salary,Stock Option Level,Over Time,Hire Date,Attrition,Years At Company,Years In Most Recent Role,Years Since Last Promotion,Years With Current Manager,Education Level
Andy,Lingwood,Female,19,Some Travel,Technology,24,CA,White,Computer Science,Data Scientist,Single,31014,1,No,2021-06-16,No,1,1,1,0,High School 
Aldin,Barens,Non-Binary,28,Frequent Traveller,Technology,40,CA,White,Computer Science,Senior Software Engineer,Single,187698,0,No,2021-06-17,No,1,0,1,1,No Formal Qualifications
Ricoriki,Swiers,Male,22,Frequent Traveller,Technology,4,CA,White,Information Systems,Data Scientist,Married,21854,1,No,2021-06-18,Yes,0,0,0,0,Bachelors 
Tracee,Gaukroger,Female,30,Some Travel,Sales,12,CA,White,Marketing,Sales Executive,Divorced,145929,3,No,2021-06-22,No,1,0,1,1,Bachelors 
Townsend,Dunrige,Male,38,Some Travel,Technology,45,CA,White,Information Systems,Engineering Manager,Divorced,439935,1,Yes,2021-06-22,No,1,1,1,1,High School 
Yelena,Stamp,Female,26,Some Travel,Sales,10,CA,White,Marketing,Sales Executive,Single,93246,0,Yes,2021-06-25,Yes,1,0,0,0,Masters 
Derward,Darco,Male,21,Some Travel,Technology,34,NY,White,Computer Science,Software Engineer,Married,26137,1,No,2021-06-26,No,1,0,0,1,High School 
Hashim,Payn,Male,19,Some Travel,Technology,28,CA,White,Information Systems,Data Scientist,Single,26062,3,Yes,2021-06-30,No,1,1,1,1,Bachelors 
Flem,Simenon,Male,39,Some Travel,Sales,37,NY,White,Marketing,Manager,Married,265712,1,Yes,2021-07-06,No,1,0,0,1,Bachelors 
Vern,Foord,Male,20,Frequent Traveller,Technology,39,CA,White,Information Systems,Machine Learning Engineer,Single,42308,0,No,2021-07-07,No,1,1,1,0,Bachelors 
Arly,Fleetham,Female,22,Some Travel,Technology,34,CA,White,Computer Science,Software Engineer,Married,36677,1,No,2021-07-09,No,1,0,1,1,No Formal Qualifications
Cybill,Mitkin,Female,27,No Travel ,Human Resources,4,CA,White,Human Resources,HR Executive,Married,78265,1,No,2021-07-10,No,1,1,1,1,Bachelors 
Ralf,Moulton,Male,30,Some Travel,Sales,43,NY,White,Technical Degree,Sales Executive,Married,135160,1,No,2021-07-10,No,1,1,1,0,Bachelors 
Mikol,Ortner,Male,19,Some Travel,Technology,4,CA,White,Computer Science,Machine Learning Engineer,Single,60077,1,No,2021-07-11,No,1,1,1,0,Bachelors 
Mathilde,Spieck,Female,22,Some Travel,Technology,38,IL,White,Computer Science,Data Scientist,Married,31161,1,Yes,2021-07-19,No,1,0,0,0,Masters 
Jo,Medlar,Non-Binary,46,Some Travel,Sales,17,CA,White,Marketing ,Sales Executive,Married,223874,1,No,2021-07-19,Yes,1,0,0,0,Bachelors 
Grenville,Freckleton,Male,21,Some Travel,Technology,43,NY,White,Computer Science,Data Scientist,Married,38749,1,No,2021-07-21,No,1,0,0,0,Masters 
Mellie,Ivie,Female,30,Frequent Traveller,Technology,32,CA,White,Other,Senior Software Engineer,Single,145589,1,Yes,2021-07-30,No,1,1,1,1,Masters 
Karlene,Lockless,Female,20,Frequent Traveller,Technology,23,CA,White,Information Systems,Software Engineer,Divorced,31801,1,Yes,2021-08-02,No,1,1,1,0,Bachelors 
Corry,Redwall,Female,19,Some Travel,Technology,33,NY,White,Other,Senior Software Engineer,Married,49005,0,No,2021-08-04,No,1,0,1,0,Bachelors 
Walden,Hartigan,Male,19,Some Travel,Sales,5,CA,White,Marketing ,Sales Executive,Single,53387,0,No,2021-08-09,No,1,0,1,1,No Formal Qualifications
Bette,Veevers,Female,27,Some Travel,Technology,39,CA,White,Computer Science,Senior Software Engineer,Divorced,88122,1,No,2021-08-11,No,1,0,1,1,Bachelors 
Moss,Standeven,Non-Binary,19,Some Travel,Technology,16,CA,White,Information Systems,Data Scientist,Single,41092,1,No,2021-08-20,No,1,1,1,0,Masters 
Corina,Bellwood,Female,19,Some Travel,Technology,7,IL,White,Computer Science,Machine Learning Engineer,Single,64882,0,Yes,2021-08-23,No,1,0,0,0,Masters 
Tawnya,Saywood,Female,32,Some Travel,Sales,43,CA,White,Marketing ,Manager,Single,202322,1,No,2021-08-30,No,1,0,1,0,Bachelors 
Max,Aronstein,Male,21,No Travel ,Technology,19,NY,White,Computer Science,Senior Software Engineer,Divorced,36012,0,Yes,2021-09-05,No,1,1,1,1,High School 
Christy,Jumel,Male,22,Some Travel,Technology,40,CA,White,Information Systems,Software Engineer,Married,27763,0,No,2021-09-05,No,1,0,1,0,Masters 
Katlin,Callar,Female,21,Some Travel,Sales,36,CA,White,Marketing ,Sales Executive,Divorced,37035,3,No,2021-09-11,No,1,1,1,1,Masters 
Meade,Malthouse,Female,20,Frequent Traveller,Technology,31,NY,White,Information Systems,Data Scientist,Single,37361,0,No,2021-09-13,Yes,0,0,0,0,Bachelors 
Algernon,Crudginton,Male,35,Some Travel,Sales,31,CA,White,Marketing,Sales Executive,Divorced,200802,3,No,2021-09-26,No,1,0,1,0,High School 
Ros,Dines,Female,21,Some Travel,Sales,10,NY,White,Economics,Sales Executive,Divorced,60769,1,No,2021-09-27,No,1,1,1,1,Bachelors 
Obadiah,Van Schafflaer,Male,32,Some Travel,Technology,39,NY,White,Business Studies,Analytics Manager,Married,253019,0,No,2021-09-28,No,1,0,0,0,Bachelors 
Fifi,Stabler,Female,22,No Travel ,Sales,7,CA,White,Marketing ,Sales Executive,Married,46546,1,No,2021-09-29,No,1,0,1,1,Masters 
Venita,Rottery,Female,21,No Travel ,Sales,15,CA,White,Marketing ,Sales Executive,Married,76482,1,No,2021-09-30,No,1,1,1,0,Masters 
Duane,Colhoun,Male,22,Frequent Traveller,Sales,11,CA,White,Economics,Sales Representative,Married,34432,2,No,2021-09-30,No,1,0,0,1,Bachelors 
Arni,Maciunas,Male,21,Some Travel,Sales,43,NY,White,Marketing ,Sales Executive,Single,47553,0,No,2021-10-01,No,1,1,1,0,Bachelors 
Robbert,Molson,Male,43,Some Travel,Technology,17,NY,White,Business Studies,Machine Learning Engineer,Married,254834,0,No,2021-10-05,No,1,1,1,1,Bachelors 
Clementia,Beswick,Non-Binary,19,Some Travel,Sales,22,CA,White,Marketing ,Sales Executive,Single,46813,0,No,2021-10-09,No,1,0,0,1,Masters 
Stavro,Aird,Male,49,No Travel ,Human Resources,22,NY,White,Human Resources,HR Manager,Married,509261,1,No,2021-10-12,No,1,1,1,0,Masters 
Roby,Wintringham,Female,50,Frequent Traveller,Sales,26,NY,White,Economics,Sales Executive,Married,214707,1,No,2021-10-16,No,1,1,1,1,Masters 
Lita,Bicker,Female,38,Some Travel,Technology,10,IL,White,Business Studies,Engineering Manager,Married,303360,0,No,2021-10-16,Yes,0,0,0,0,Bachelors 
Sherill,Covotti,Female,49,Some Travel,Sales,43,IL,White,Marketing ,Manager,Single,413946,0,No,2021-10-19,No,1,1,1,1,Masters 
Moore,Ingleson,Male,21,Some Travel,Technology,40,IL,White,Information Systems,Software Engineer,Single,65642,0,No,2021-10-22,No,1,1,1,0,Masters 
Duke,Mungham,Male,20,Some Travel,Technology,14,CA,White,Information Systems,Software Engineer,Married,35355,2,Yes,2021-10-29,No,1,0,1,1,Bachelors 
Marcos,Bowcher,Non-Binary,21,Some Travel,Human Resources,33,NY,White,Economics,HR Executive,Divorced,70809,1,Yes,2021-11-07,No,1,0,0,1,High School 
Ragnar,Grandisson,Male,37,Some Travel,Technology,11,CA,White,Information Systems,Senior Software Engineer,Single,211375,1,No,2021-11-09,No,1,1,1,0,Masters 
Karoline,Obray,Female,21,Some Travel,Sales,41,CA,White,Economics,Sales Executive,Divorced,38066,2,No,2021-11-13,No,1,0,0,0,High School 
Carolan,Pigny,Female,30,Some Travel,Technology,12,IL,White,Computer Science,Senior Software Engineer,Married,264407,1,No,2021-11-14,No,1,1,1,0,High School 
Temp,Weyland,Male,20,No Travel ,Technology,11,IL,White,Computer Science,Data Scientist,Married,26702,2,No,2021-11-14,No,1,1,1,0,Bachelors 
Denys,Ponten,Male,19,Frequent Traveller,Sales,13,CA,White,Economics,Sales Executive,Single,65960,3,No,2021-11-16,No,1,0,1,0,High School 
Paloma,Thornton,Female,42,Some Travel,Technology,38,IL,White,Computer Science,Analytics Manager,Married,392379,1,No,2021-11-17,No,1,1,1,1,Masters 
Kalila,Bengochea,Female,28,Some Travel,Technology,43,CA,White,Information Systems,Software Engineer,Married,89527,1,Yes,2021-11-21,No,1,1,1,1,Masters 
Shalna,Ibotson,Female,22,Some Travel,Technology,19,NY,White,Information Systems,Software Engineer,Married,60515,2,No,2021-11-21,No,1,1,1,1,High School 
Stesha,McCay,Female,31,Some Travel,Sales,13,CA,White,Marketing,Sales Executive,Married,183057,2,No,2021-11-23,No,1,1,1,1,Doctorate
Keefe,Teacy,Male,21,Some Travel,Technology,34,NY,White,Computer Science,Machine Learning Engineer,Single,50502,0,Yes,2021-11-23,No,1,1,1,0,Masters 
Janifer,Ancliffe,Female,38,Some Travel,Technology,27,IL,White,Other,Engineering Manager,Married,301332,2,No,2021-11-25,No,1,1,1,1,Masters 
Hatty,Noades,Female,21,Some Travel,Technology,6,CA,White,Information Systems,Software Engineer,Divorced,65743,2,Yes,2021-11-27,No,1,0,1,0,Bachelors 
Cleve,Braben,Male,22,Some Travel,Sales,16,CA,White,Marketing,Sales Executive,Married,53220,2,Yes,2021-11-28,Yes,0,0,0,0,High School 
Lani,Raddenbury,Female,19,No Travel ,Sales,38,IL,White,Technical Degree,Sales Executive,Single,51673,2,No,2021-11-30,No,1,0,1,0,Masters 
Gigi,Monkhouse,Female,22,Some Travel,Sales,10,CA,White,Economics,Sales Representative,Divorced,36980,3,Yes,2021-12-01,Yes,0,0,0,0,Bachelors 
Basilius,MacAlpin,Male,22,No Travel ,Technology,6,CA,White,Information Systems,Machine Learning Engineer,Single,68302,0,Yes,2021-12-08,No,1,1,1,0,High School 
Cate,Moggach,Female,22,Some Travel,Technology,13,CA,White,Information Systems,Machine Learning Engineer,Single,64364,0,No,2021-12-09,Yes,0,0,0,0,Masters 
Mathew,O'Dougherty,Male,19,Some Travel,Technology,2,IL,White,Information Systems,Data Scientist,Single,52260,1,No,2021-12-09,No,1,1,1,0,High School 
Grata,Yannoni,Female,50,Some Travel,Sales,37,NY,White,Marketing,Manager,Married,291477,0,No,2021-12-10,No,1,0,0,1,High School 
Julius,Smorfit,Male,22,Some Travel,Technology,11,CA,White,Information Systems,Software Engineer,Single,22382,0,No,2021-12-12,No,1,0,1,1,Masters 
Isacco,Origan,Non-Binary,22,No Travel ,Technology,7,CA,White,Information Systems,Software Engineer,Married,27782,3,No,2021-12-13,No,1,1,1,1,Bachelors 
Wanids,Riggert,Female,19,No Travel ,Technology,8,CA,White,Computer Science,Software Engineer,Single,54502,1,No,2021-12-22,No,1,0,1,1,High School 
Wynny,Pechell,Female,41,Frequent Traveller,Sales,4,CA,White,Economics,Sales Executive,Divorced,175032,2,No,2021-12-22,No,1,0,0,0,Masters 
Nancie,Storck,Female,21,Frequent Traveller,Technology,17,CA,White,Information Systems,Senior Software Engineer,Married,49516,1,No,2021-12-25,No,1,1,1,0,High School 
Amery,Theunissen,Male,20,Some Travel,Technology,35,CA,White,Information Systems,Software Engineer,Single,28506,0,No,2021-12-26,No,1,0,1,1,Bachelors 
Ulrica,Butterworth,Female,19,Some Travel,Technology,10,IL,White,Computer Science,Senior Software Engineer,Single,51802,0,Yes,2021-12-27,No,1,1,1,0,Masters 
Devin,Bernhardsson,Female,22,Frequent Traveller,Technology,28,CA,White,Computer Science,Data Scientist,Married,63571,1,No,2021-12-28,Yes,0,0,0,0,Masters 
Christoffer,Peaple,Male,19,Some Travel,Sales,4,IL,White,Marketing,Sales Executive,Single,38726,1,Yes,2021-12-28,No,1,0,0,1,Masters 
Aurora,Whate,Female,21,No Travel ,Sales,43,CA,White,Marketing,Sales Executive,Married,54355,1,Yes,2021-12-31,No,1,0,1,1,No Formal Qualifications
Urbano,Akett,Male,19,Some Travel,Technology,6,CA,White,Computer Science,Software Engineer,Single,41539,0,No,2022-01-04,No,0,0,0,0,Bachelors 
Pryce,Bode,Male,20,Some Travel,Sales,8,CA,White,Marketing ,Sales Representative,Divorced,27060,1,Yes,2022-01-04,Yes,0,0,0,0,Bachelors 
Flinn,Redferne,Male,24,Frequent Traveller,Human Resources,17,CA,White,Human Resources,HR Executive,Single,93008,0,Yes,2022-01-04,No,0,0,0,0,Doctorate
Bell,Paolacci,Female,24,Some Travel,Technology,25,NY,White,Information Systems,Data Scientist,Divorced,26973,3,No,2022-01-10,No,0,0,0,0,No Formal Qualifications
Lynnet,Foord,Female,35,Some Travel,Sales,36,CA,White,Marketing,Manager,Married,487746,1,No,2022-01-12,No,0,0,0,0,High School 
Zonda,Lefeuvre,Female,18,Frequent Traveller,Technology,34,NY,White,Information Systems,Software Engineer,Single,54085,1,Yes,2022-01-13,No,0,0,0,0,Masters 
Ericha,Tomczykowski,Female,18,Some Travel,Sales,20,CA,White,Technical Degree,Sales Executive,Single,58523,0,No,2022-01-25,Yes,0,0,0,0,Bachelors 
Hildagarde,Marks,Female,18,Some Travel,Technology,32,CA,White,Information Systems,Software Engineer,Single,24906,0,No,2022-01-25,No,0,0,0,0,Masters 
Hymie,Jedryka,Male,24,Some Travel,Technology,9,NY,White,Information Systems,Machine Learning Engineer,Single,108352,0,Yes,2022-01-26,No,0,0,0,0,Bachelors 
Cherri,Lugg,Female,19,Some Travel,Technology,14,CA,White,Computer Science,Software Engineer,Single,36554,0,No,2022-01-31,No,0,0,0,0,Bachelors 
Aurelie,Littlejohn,Female,18,Some Travel,Sales,43,CA,White,Economics,Sales Executive,Single,41708,0,No,2022-02-06,No,0,0,0,0,Masters 
Lew,Muzzall,Male,18,Frequent Traveller,Sales,41,CA,White,Marketing,Sales Executive,Single,72639,2,No,2022-02-07,No,0,0,0,0,Masters 
Antonino,Gillcrist,Male,18,Some Travel,Sales,18,CA,White,Marketing,Sales Executive,Single,52198,0,No,2022-02-11,No,0,0,0,0,Masters 
Ezekiel,Phipps,Male,31,Some Travel,Sales,36,NY,White,Marketing,Sales Executive,Single,139882,0,No,2022-02-11,No,0,0,0,0,Bachelors 
Ezmeralda,Harbach,Prefer Not To Say,21,Some Travel,Technology,43,NY,White,Computer Science,Software Engineer,Single,33306,0,No,2022-02-14,No,0,0,0,0,Bachelors 
Ferne,Humbell,Female,36,Frequent Traveller,Technology,29,CA,White,Information Systems,Software Engineer,Single,144071,1,No,2022-02-15,No,0,0,0,0,Bachelors 
Orton,Vanichkin,Male,21,Some Travel,Technology,30,CA,White,Computer Science,Software Engineer,Single,38906,0,No,2022-02-15,No,0,0,0,0,Bachelors 
Bart,Jebb,Male,23,Some Travel,Technology,28,NY,White,Information Systems,Machine Learning Engineer,Single,83064,3,No,2022-02-15,No,0,0,0,0,Bachelors 
Belvia,Dockrell,Female,35,Some Travel,Sales,21,CA,White,Marketing,Sales Executive,Single,225565,1,No,2022-02-16,No,0,0,0,0,Masters 
Say,Slyme,Male,19,Some Travel,Technology,7,NY,White,Business Studies,Software Engineer,Single,29266,1,No,2022-02-16,No,0,0,0,0,Masters 
Conway,Huntall,Male,21,No Travel ,Technology,20,CA,White,Business Studies,Machine Learning Engineer,Married,55170,1,No,2022-02-18,No,0,0,0,0,No Formal Qualifications
Chick,Ballach,Non-Binary,20,Frequent Traveller,Technology,16,CA,White,Information Systems,Software Engineer,Married,38717,1,No,2022-02-19,No,0,0,0,0,Bachelors 
Krissie,Albery,Female,19,Frequent Traveller,Human Resources,31,NY,White,Marketing ,Recruiter,Single,36832,1,Yes,2022-02-20,Yes,0,0,0,0,Masters 
Gisella,McRannell,Female,39,Some Travel,Human Resources,28,NY,White,Human Resources,HR Business Partner,Single,443218,1,No,2022-02-21,No,0,0,0,0,Bachelors 
Lovell,Clee,Male,21,Some Travel,Technology,18,NY,White,Information Systems,Machine Learning Engineer,Married,71821,0,No,2022-02-21,No,0,0,0,0,High School 
Whitney,Latore,Male,26,Some Travel,Technology,37,CA,White,Information Systems,Analytics Manager,Single,192073,1,No,2022-02-21,No,0,0,0,0,Bachelors 
Daryl,Whittlesea,Male,21,Some Travel,Technology,24,CA,White,Information Systems,Data Scientist,Married,34024,2,No,2022-02-24,No,0,0,0,0,High School 
Land,Brigge,Male,21,No Travel ,Technology,20,CA,White,Information Systems,Data Scientist,Single,21454,0,No,2022-02-27,No,0,0,0,0,Bachelors 
Kaine,Izak,Male,18,Some Travel,Technology,21,CA,White,Computer Science,Software Engineer,Married,42946,0,No,2022-03-02,No,0,0,0,0,Bachelors 
Stevie,Kinglesyd,Male,29,Some Travel,Sales,18,IL,White,Economics,Sales Executive,Single,225330,0,No,2022-03-02,Yes,0,0,0,0,High School 
Matteo,Bonallack,Male,18,No Travel ,Technology,4,CA,White,Information Systems,Software Engineer,Single,32191,1,No,2022-03-07,No,0,0,0,0,Bachelors 
Lucius,Plimmer,Male,20,Some Travel,Technology,29,CA,White,Computer Science,Data Scientist,Married,20526,1,No,2022-03-08,No,0,0,0,0,No Formal Qualifications
Amory,Gaskall,Male,49,Frequent Traveller,Technology,43,CA,White,Computer Science,Analytics Manager,Divorced,368010,1,No,2022-03-13,No,0,0,0,0,Bachelors 
Adorne,Beatens,Female,19,Some Travel,Sales,9,CA,White,Marketing,Sales Representative,Single,21506,2,No,2022-03-14,No,0,0,0,0,Bachelors 
Ephraim,Biaggetti,Male,21,No Travel ,Sales,22,CA,White,Marketing ,Sales Executive,Divorced,62828,1,Yes,2022-03-14,No,0,0,0,0,Bachelors 
Karlis,Brisard,Male,19,No Travel ,Technology,9,CA,White,Information Systems,Software Engineer,Single,29798,0,Yes,2022-03-19,Yes,0,0,0,0,Bachelors 
Gareth,Oleksiak,Male,18,Some Travel,Technology,35,CA,White,Other,Data Scientist,Single,36353,0,No,2022-03-20,No,0,0,0,0,Doctorate
Gussi,Rodrig,Female,18,No Travel ,Sales,34,IL,White,Marketing,Sales Executive,Single,49100,0,No,2022-03-21,No,0,0,0,0,Bachelors 
Herculie,Wasielewicz,Non-Binary,18,Some Travel,Sales,4,NY,White,Marketing ,Sales Executive,Single,74515,3,Yes,2022-03-23,No,0,0,0,0,Masters 
Tades,Haggith,Male,18,Some Travel,Sales,37,CA,White,Marketing ,Sales Representative,Single,32480,0,No,2022-03-25,No,0,0,0,0,Masters 
Benedick,Lovekin,Male,25,Some Travel,Sales,15,NY,White,Marketing,Sales Executive,Married,118961,1,No,2022-04-07,No,0,0,0,0,No Formal Qualifications
Arvin,Brody,Male,21,Some Travel,Technology,36,CA,White,Computer Science,Software Engineer,Single,36431,0,No,2022-04-10,No,0,0,0,0,High School 
Richmound,Chisnall,Male,39,Frequent Traveller,Technology,29,NY,White,Other,Engineering Manager,Divorced,273739,3,Yes,2022-04-12,No,0,0,0,0,Bachelors 
Durand,Boord,Male,21,Frequent Traveller,Technology,16,CA,White,Computer Science,Data Scientist,Single,42569,0,No,2022-04-13,Yes,0,0,0,0,High School 
Marabel,Horney,Female,21,Frequent Traveller,Sales,9,CA,White,Marketing,Sales Representative,Divorced,35770,1,No,2022-04-14,No,0,0,0,0,Bachelors 
Marlo,McKim,Male,21,Some Travel,Technology,42,NY,White,Computer Science,Software Engineer,Divorced,34257,3,No,2022-04-16,No,0,0,0,0,Bachelors 
Lonnard,Wrathmell,Male,18,Some Travel,Technology,32,NY,White,Computer Science,Machine Learning Engineer,Single,50660,1,Yes,2022-04-17,Yes,0,0,0,0,No Formal Qualifications
Diannne,Real,Female,24,Some Travel,Sales,11,CA,White,Technical Degree,Sales Executive,Single,58923,0,No,2022-04-19,No,0,0,0,0,Bachelors 
Nora,Gittoes,Non-Binary,19,Frequent Traveller,Technology,15,CA,White,Business Studies,Software Engineer,Single,77905,0,No,2022-04-19,No,0,0,0,0,Masters 
Brant,Damper,Male,21,Some Travel,Technology,44,CA,White,Other,Data Scientist,Single,32676,0,Yes,2022-04-20,Yes,0,0,0,0,High School 
Aurthur,Attoe,Male,27,Some Travel,Human Resources,4,CA,White,Marketing ,HR Business Partner,Single,219195,1,Yes,2022-04-20,No,0,0,0,0,Bachelors 
Theodore,Parrington,Male,20,Some Travel,Technology,39,NY,White,Other,Software Engineer,Married,20418,0,No,2022-04-24,No,0,0,0,0,Bachelors 
Tammy,Flaws,Male,20,Some Travel,Technology,18,CA,White,Computer Science,Data Scientist,Married,28544,1,Yes,2022-04-27,No,0,0,0,0,Masters 
Nelia,Abramowitz,Female,20,Frequent Traveller,Technology,45,CA,White,Computer Science,Machine Learning Engineer,Married,46714,1,No,2022-04-28,No,0,0,0,0,No Formal Qualifications
Elliott,Franciskiewicz,Male,32,Some Travel,Sales,21,NY,White,Marketing,Sales Executive,Married,106476,2,No,2022-05-01,No,0,0,0,0,Masters 
Paulette,Albertson,Female,34,Frequent Traveller,Technology,1,CA,White,Information Systems,Machine Learning Engineer,Single,178472,0,Yes,2022-05-07,No,0,0,0,0,No Formal Qualifications
Allys,Bourdice,Prefer Not To Say,21,Some Travel,Technology,26,CA,White,Computer Science,Data Scientist,Married,21202,1,No,2022-05-11,No,0,0,0,0,Masters 
Isac,Dreus,Male,45,Some Travel,Sales,22,CA,White,Marketing ,Sales Executive,Married,270302,0,No,2022-05-13,Yes,0,0,0,0,Masters 
Ives,Cranston,Male,22,Some Travel,Sales,31,NY,White,Marketing ,Sales Executive,Single,51582,0,No,2022-05-13,No,0,0,0,0,No Formal Qualifications
Mariya,Mattheus,Female,18,Frequent Traveller,Technology,10,IL,White,Computer Science,Software Engineer,Single,26960,3,No,2022-05-17,No,0,0,0,0,Bachelors 
Ibby,Witcomb,Female,19,Some Travel,Sales,21,NY,White,Marketing,Sales Representative,Single,33454,0,Yes,2022-05-19,Yes,0,0,0,0,Bachelors 
Durant,Ratley,Male,18,Frequent Traveller,Technology,26,CA,White,Information Systems,Data Scientist,Single,31532,0,No,2022-05-22,Yes,0,0,0,0,High School 
